date,ticker,value,prev_year_value,log_return,month_start,country,rate_date,interest_rate,interest_rate_switzerland,interest_rate_log_diff
2008-01-01,NZDCHF,0.8694999814033508,0.8587300181388855,0.012463737683527001,2008-01-01,New Zealand,2008-01-01,8.16,2.241335,-0.05627556423894077
2008-01-01,SEKCHF,0.1747999936342239,0.1772000044584274,-0.013636636527454718,2008-01-01,Sweden,2008-01-01,4.0,2.241335,-0.017054851085659607
2008-01-01,USDCHF,1.1312999725341797,1.216599941253662,-0.0726926449449809,2008-01-01,United States,2008-01-01,3.94,2.241335,-0.016477761524582808
2008-02-01,AUDCHF,0.9845200181007384,0.9623000025749208,0.022827976100675773,2008-02-01,Australia,2008-02-01,6.96,2.240998,-0.04512218086625175
2008-02-01,CADCHF,1.094099998474121,1.0546000003814695,0.03677055763001227,2008-02-01,Canada,2008-02-01,3.9994,2.240998,-0.01705237796652555
2008-02-01,EURCHF,1.6126999855041504,1.6191999912261963,-0.00402241067663171,2008-02-01,Germany,2008-02-01,4.0279,2.240998,-0.017326380466950213
2008-02-01,GBPCHF,2.140700101852417,2.4463000297546387,-0.1334437652004576,2008-02-01,United Kingdom,,,,
2008-02-01,JPYCHF,0.0102190002799034,0.0102859996259212,-0.006534950964401989,2008-02-01,Japan,2008-02-01,0.504,2.240998,0.01713522422531922
2008-02-01,NOKCHF,0.2000000029802322,0.198850005865097,0.005766580300416793,2008-02-01,Norway,2008-02-01,5.7,2.240998,-0.03327214094875601
2008-02-01,NZDCHF,0.8647500276565552,0.8487300276756287,0.018699332660666104,2008-02-01,New Zealand,2008-02-01,8.2,2.240998,-0.056648614484945334
2008-02-01,SEKCHF,0.1704999953508377,0.1782000064849853,-0.04417128197256338,2008-02-01,Sweden,2008-02-01,4.25,2.240998,-0.01945910875147493
2008-02-01,USDCHF,1.0887000560760498,1.243899941444397,-0.1332671827472323,2008-02-01,United States,2008-02-01,2.98,2.240998,-0.0072020426905594626
2008-08-01,AUDCHF,0.9785100221633912,1.0281000137329102,-0.04943670174811557,2008-08-01,Australia,2008-08-01,7.25,1.933609,-0.05084084860298206
2008-08-01,CADCHF,1.020900011062622,1.1390999555587769,-0.10955383588041948,2008-08-01,Canada,2008-08-01,3.0003,1.933609,-0.010410191641609015
2008-08-01,GBPCHF,2.073400020599365,2.4453999996185303,-0.16501892673001772,2008-08-01,United Kingdom,,,,
2008-08-01,JPYCHF,0.0097380001097917,0.0101060001179575,-0.03709354950667062,2008-08-01,Japan,2008-08-01,0.504,1.933609,0.014124181503027642
2008-08-01,NOKCHF,0.2039099931716919,0.2063899934291839,-0.012088864444608046,2008-08-01,Norway,2008-08-01,6.11,1.933609,-0.04015458268035457
2008-08-01,NZDCHF,0.7623500227928162,0.9222000241279602,-0.19035634822006856,2008-08-01,New Zealand,2008-08-01,7.89,1.933609,-0.0567904803581044
2008-08-01,SEKCHF,0.1719000041484832,0.1775999963283538,-0.03262087336246336,2008-08-01,Sweden,2008-08-01,4.5,1.933609,-0.02486536219972132
2008-08-01,USDCHF,1.0504000186920166,1.2035000324249268,-0.1360629433815895,2008-08-01,United States,2008-08-01,2.0,1.933609,-0.0006511040791267915
2008-10-01,AUDCHF,0.8912000060081482,1.044399976730347,-0.15862893862991226,2008-10-01,Australia,2008-10-01,6.18,0.522862,-0.054750582939570795
2008-10-01,CADCHF,1.0578999519348145,1.1771999597549438,-0.10685293761401397,2008-10-01,Canada,2008-10-01,2.2522,0.522862,-0.017057126367913397
2008-10-01,EURCHF,1.5777000188827517,1.663100004196167,-0.05271523096725458,2008-10-01,Germany,2008-10-01,3.8198,0.522862,-0.03227151977017655
2008-10-01,GBPCHF,1.9912999868392944,2.388000011444092,-0.18166851514929888,2008-10-01,United Kingdom,,,,
2008-10-01,JPYCHF,0.0106130000203847,0.0100790001451969,0.05162560092179028,2008-10-01,Japan,2008-10-01,0.487,0.522862,0.00035681831750625746
2008-10-01,NOKCHF,0.1910600066184997,0.2170300036668777,-0.12744806024580177,2008-10-01,Norway,2008-10-01,6.72,0.522862,-0.05982339795135881
2008-10-01,NZDCHF,0.7573000192642212,0.8946999907493591,-0.16672895465636492,2008-10-01,New Zealand,2008-10-01,7.1,0.522862,-0.06337779323774834
2008-10-01,SEKCHF,0.1614000052213668,0.1805000007152557,-0.11184499354924732,2008-10-01,Sweden,2008-10-01,3.75,0.522862,-0.03159897489485306
2008-10-01,USDCHF,1.1253999471664429,1.1682000160217283,-0.037325635268385865,2008-10-01,United States,2008-10-01,0.97,0.522862,-0.004438258800275009
2009-01-01,AUDCHF,0.7505000233650208,0.9918599724769592,-0.2788422583379363,2009-01-01,Australia,2009-01-01,4.25,0.080879,-0.040813211585204096
2009-01-01,CADCHF,0.8701000213623047,1.1396000385284424,-0.26982446430896495,2009-01-01,Canada,2009-01-01,1.0044,0.080879,-0.0091854311550893
2009-01-01,EURCHF,1.4905999898910522,1.6546000242233276,-0.10438058573027692,2009-01-01,Germany,2009-01-01,1.8122,0.080879,-0.017151290671214087
2009-01-01,GBPCHF,1.56850004196167,2.248500108718872,-0.3601436001790233,2009-01-01,United Kingdom,,,,
2009-01-01,JPYCHF,0.011727999895811,0.0101060001179575,0.14884981771876996,2009-01-01,Japan,2009-01-01,0.12,0.080879,-0.0003908174698668349
2009-01-01,NOKCHF,0.152999997138977,0.2081599980592727,-0.3078691027480086,2009-01-01,Norway,2009-01-01,3.48,0.080879,-0.0333997082241216
2009-01-01,NZDCHF,0.6205000281333923,0.8694999814033508,-0.3373926624220511,2009-01-01,New Zealand,2009-01-01,4.66,0.080879,-0.04473835185035501
2009-01-01,SEKCHF,0.1360999941825866,0.1747999936342239,-0.25025255989020107,2009-01-01,Sweden,2009-01-01,2.0,0.080879,-0.018994164190564378
2009-01-01,USDCHF,1.0647000074386597,1.1312999725341797,-0.060674313347130235,2009-01-01,United States,2009-01-01,0.15,0.080879,-0.0006904130181205967
2009-09-01,AUDCHF,0.8801000118255615,0.9351000189781188,-0.06061794492030637,2009-09-01,Australia,2009-09-01,3.0,0.024256,-0.029316271654465056
2009-09-01,CADCHF,0.965499997138977,1.031000018119812,-0.0656384026866333,2009-09-01,Canada,2009-09-01,0.2417,0.024256,-0.0021715531665203046
2009-09-01,EURCHF,1.5152000188827517,1.6067999601364136,-0.05869714278179385,2009-09-01,Germany,2009-09-01,0.3632,0.024256,-0.0033828896279606353
2009-09-01,GBPCHF,1.719099998474121,1.9739999771118164,-0.1382610322387578,2009-09-01,United Kingdom,,,,
2009-09-01,JPYCHF,0.011494000442326,0.0101899998262524,0.12041836838491927,2009-09-01,Japan,2009-09-01,0.102,0.024256,-0.0007769495663862615
2009-09-01,NOKCHF,0.1745299994945526,0.2014199942350387,-0.14329560785770848,2009-09-01,Norway,2009-09-01,1.47,0.024256,-0.014350471715820714
2009-09-01,NZDCHF,0.7196999788284302,0.7634999752044678,-0.059078663086004596,2009-09-01,New Zealand,2009-09-01,2.58,0.024256,-0.025230265385951696
2009-09-01,SEKCHF,0.1458999961614608,0.1693000048398971,-0.1487508885074311,2009-09-01,Sweden,2009-09-01,0.25,0.024256,-0.0022543496115077738
2009-09-01,USDCHF,1.066100001335144,1.1022000312805176,-0.03330107962041634,2009-09-01,United States,2009-09-01,0.15,0.024256,-0.0012563455366565767
2009-10-01,AUDCHF,0.90420001745224,0.8912000060081482,0.0144817182471515,2009-10-01,Australia,2009-10-01,3.21,0.045043,-0.031145233002891272
2009-10-01,CADCHF,0.9610000252723694,1.0578999519348145,-0.09606660928991817,2009-10-01,Canada,2009-10-01,0.2403,0.045043,-0.0019497888256222733
2009-10-01,EURCHF,1.5135999917984009,1.5777000188827517,-0.04147718835292964,2009-10-01,Germany,2009-10-01,0.3587,0.045043,-0.003130253471499624
2009-10-01,GBPCHF,1.656999945640564,1.9912999868392944,-0.18377897953490074,2009-10-01,United Kingdom,,,,
2009-10-01,JPYCHF,0.0116290003061294,0.0106130000203847,0.09142233793514501,2009-10-01,Japan,2009-10-01,0.106,0.045043,-0.0006091100098307306
2009-10-01,NOKCHF,0.1786399930715561,0.1910600066184997,-0.06721498073530162,2009-10-01,Norway,2009-10-01,1.54,0.045043,-0.01483229494429767
2009-10-01,NZDCHF,0.7430999875068665,0.7573000192642212,-0.01892889320656812,2009-10-01,New Zealand,2009-10-01,2.49,0.045043,-0.024144718268520823
2009-10-01,SEKCHF,0.147499993443489,0.1614000052213668,-0.09005765685737226,2009-10-01,Sweden,2009-10-01,0.25,0.045043,-0.002046551611727834
2009-10-01,USDCHF,1.04229998588562,1.1253999471664429,-0.07670868484900283,2009-10-01,United States,2009-10-01,0.12,0.045043,-0.0007489519886228751
2009-12-01,AUDCHF,0.9239000082015992,0.7641000151634216,0.18990515905551594,2009-12-01,Australia,2009-12-01,3.74,0.031984,-0.036397794073072025
2009-12-01,CADCHF,0.9541000127792358,0.965399980545044,-0.011774001922347732,2009-12-01,Canada,2009-12-01,0.2455,0.031984,-0.00213220254846126
2009-12-01,EURCHF,1.507200002670288,1.517300009727478,-0.006678819348453486,2009-12-01,Germany,2009-12-01,0.3546,0.031984,-0.0032199389030990273
2009-12-01,GBPCHF,1.6601999998092651,1.7897000312805176,-0.07510994859539279,2009-12-01,United Kingdom,,,,
2009-12-01,JPYCHF,0.0115160001441836,0.0129150003194808,-0.1146520660147788,2009-12-01,Japan,2009-12-01,0.1009999999999999,0.031984,-0.0006897014310828457
2009-12-01,NOKCHF,0.1775500029325485,0.1687500029802322,0.05083392849256975,2009-12-01,Norway,2009-12-01,1.83,0.031984,-0.017814781333391844
2009-12-01,NZDCHF,0.725600004196167,0.6334999799728394,0.13573893643627738,2009-12-01,New Zealand,2009-12-01,2.43,0.031984,-0.02368966359826102
2009-12-01,SEKCHF,0.1442999988794326,0.1441999971866607,0.0006932526734178825,2009-12-01,Sweden,2009-12-01,0.25,0.031984,-0.0021770913364963103
2009-12-01,USDCHF,0.9987999796867372,1.2043999433517456,-0.18718221150520864,2009-12-01,United States,2009-12-01,0.12,0.031984,-0.0008794917133913515
2010-01-01,AUDCHF,0.9279999732971193,0.7505000233650208,0.212292021805422,2010-01-01,Australia,2010-01-01,3.75,0.027068,-0.036543329749938167
2010-01-01,CADCHF,0.9776999950408936,0.8701000213623047,0.1165946973158791,2010-01-01,Canada,2010-01-01,0.2442,0.027068,-0.002168379790527023
2010-01-01,EURCHF,1.4845000505447388,1.4905999898910522,-0.004100667413656585,2010-01-01,Germany,2010-01-01,0.344,0.027068,-0.003163453361504088
2010-01-01,GBPCHF,1.669800043106079,1.56850004196167,0.06258410919154409,2010-01-01,United Kingdom,,,,
2010-01-01,NZDCHF,0.7487300038337708,0.6205000281333923,0.18785279302342925,2010-01-01,New Zealand,2010-01-01,2.42,0.027068,-0.023641176673534645
2010-01-01,USDCHF,1.033900022506714,1.0647000074386597,-0.029354994945784977,2010-01-01,United States,2010-01-01,0.11,0.027068,-0.0008287520705228304
2010-04-01,AUDCHF,0.9702000021934508,0.800599992275238,0.19214080116218216,2010-04-01,Australia,2010-04-01,4.22,0.027666,-0.04105724175629796
2010-04-01,CADCHF,1.0450999736785889,0.9097999930381776,0.1386430409310469,2010-04-01,Canada,2010-04-01,0.248,0.027666,-0.0022003081382133203
2010-04-01,EURCHF,1.4321399927139282,1.5169999599456787,-0.05756484992743605,2010-04-01,Germany,2010-04-01,0.3533,0.027666,-0.003250151879720032
2010-04-01,GBPCHF,1.6121000051498413,1.6562000513076782,-0.02698817250230997,2010-04-01,United Kingdom,,,,
2010-04-01,JPYCHF,0.0112250000238418,0.0116020003333687,-0.033034090025289994,2010-04-01,Japan,2010-04-01,0.093,0.027666,-0.0006529460812529704
2010-04-01,NOKCHF,0.1778900027275085,0.1704200059175491,0.042899383946600124,2010-04-01,Norway,2010-04-01,2.02,0.027666,-0.01972206477000987
2010-04-01,NZDCHF,0.7455999851226807,0.6489999890327454,0.13875654361250261,2010-04-01,New Zealand,2010-04-01,2.28,0.027666,-0.022267342698215183
2010-04-01,SEKCHF,0.1466999948024749,0.1395999938249588,0.0496085036248648,2010-04-01,Sweden,2010-04-01,0.25,0.027666,-0.002220258461907893
2010-04-01,USDCHF,1.0544500350952148,1.145799994468689,-0.08308374090628029,2010-04-01,United States,2010-04-01,0.2,0.027666,-0.001721380925993805
2010-06-01,AUDCHF,0.9621000289916992,0.866599977016449,0.10454094271670096,2010-06-01,Australia,2010-06-01,4.5,0.059386,-0.04342320168184305
2010-06-01,CADCHF,1.0956000089645386,0.980400025844574,0.11109676755602116,2010-06-01,Canada,2010-06-01,0.4928,0.059386,-0.004322213418667444
2010-06-01,EURCHF,1.41349995136261,1.5149999856948853,-0.06934656577669499,2010-06-01,Germany,2010-06-01,0.3543,0.059386,-0.002943054626201357
2010-06-01,GBPCHF,1.694599986076355,1.7591999769210815,-0.03741243057368141,2010-06-01,United Kingdom,,,,
2010-06-01,JPYCHF,0.0126729998737573,0.0110729997977614,0.13496404168652784,2010-06-01,Japan,2010-06-01,0.095,0.059386,-0.0003558653006569916
2010-06-01,NOKCHF,0.1777600049972534,0.1732600033283233,0.025640978331694503,2010-06-01,Norway,2010-06-01,2.28,0.059386,-0.021950280699963225
2010-06-01,NZDCHF,0.7817000150680542,0.6934000253677368,0.11986398466680435,2010-06-01,New Zealand,2010-06-01,2.49,0.059386,-0.024001363120448923
2010-06-01,SEKCHF,0.1468999981880188,0.1437000036239624,0.022024252541113763,2010-06-01,Sweden,2010-06-01,0.25,0.059386,-0.0019031964636559364
2010-06-01,USDCHF,1.155500054359436,1.0698000192642212,0.07706146465405517,2010-06-01,United States,2010-06-01,0.18,0.059386,-0.0012046982064481877
2010-07-01,AUDCHF,0.8981999754905701,0.8690000176429749,0.03304958779835325,2010-07-01,Australia,2010-07-01,4.5,0.079548,-0.04322172164329925
2010-07-01,CADCHF,1.0017000436782837,0.9355000257492064,0.06837270598319112,2010-07-01,Canada,2010-07-01,0.74,0.079548,-0.006577590555938147
2010-07-01,EURCHF,1.3270000219345093,1.5199999809265137,-0.1357895504303718,2010-07-01,Germany,2010-07-01,0.4811,0.079548,-0.004004300350628449
2010-07-01,GBPCHF,1.6088000535964966,1.7705999612808228,-0.09582985753609807,2010-07-01,United Kingdom,,,,
2010-07-01,JPYCHF,0.0121029997244477,0.0111170001327991,0.08497785279212819,2010-07-01,Japan,2010-07-01,0.094,0.079548,-0.0001443947031912246
2010-07-01,NOKCHF,0.1648599952459335,0.1692399978637695,-0.02622121318128585,2010-07-01,Norway,2010-07-01,2.34,0.079548,-0.02233525361537946
2010-07-01,NZDCHF,0.733299970626831,0.6884999871253967,0.06303955557439811,2010-07-01,New Zealand,2010-07-01,2.68,0.079548,-0.02565200624137322
2010-07-01,SEKCHF,0.1374000012874603,0.1412999927997589,-0.02798884957494897,2010-07-01,Sweden,2010-07-01,0.5,0.079548,-0.004192377737563958
2010-07-01,USDCHF,1.0607999563217163,1.0750000476837158,-0.013297406661962588,2010-07-01,United States,2010-07-01,0.18,0.079548,-0.0010032181679043883
2010-09-01,AUDCHF,0.9057000279426576,0.8801000118255615,0.028672605416526567,2010-09-01,Australia,2010-09-01,4.5,0.093595,-0.04308137314486915
2010-09-01,CADCHF,0.9528999924659728,0.965499997138977,-0.013136140457590883,2010-09-01,Canada,2010-09-01,0.9976,0.093595,-0.008991055922695603
2010-09-01,EURCHF,1.2870999574661257,1.5152000188827517,-0.16315586328498516,2010-09-01,Germany,2010-09-01,0.4536,0.093595,-0.00359023108448945
2010-09-01,GBPCHF,1.5570000410079956,1.719099998474121,-0.09903997798802017,2010-09-01,United Kingdom,,,,
2010-09-01,JPYCHF,0.0120179997757077,0.011494000442326,0.044580308679947805,2010-09-01,Japan,2010-09-01,0.091,0.093595,2.5926070886118815e-05
2010-09-01,NOKCHF,0.1608799993991851,0.1745299994945526,-0.08143790201085303,2010-09-01,Norway,2010-09-01,2.3,0.093595,-0.021803974697584234
2010-09-01,NZDCHF,0.7095999717712402,0.7196999788284302,-0.014133037882402489,2010-09-01,New Zealand,2010-09-01,2.91,0.093595,-0.027749121588003755
2010-09-01,SEKCHF,0.1368999928236007,0.1458999961614608,-0.06367074934569304,2010-09-01,Sweden,2010-09-01,0.75,0.093595,-0.006536502566795951
2010-09-01,USDCHF,1.014299988746643,1.066100001335144,-0.04980842292154499,2010-09-01,United States,2010-09-01,0.19,0.093595,-0.0009626850111751597
2010-10-01,AUDCHF,0.9488000273704528,0.90420001745224,0.04814746292909268,2010-10-01,Australia,2010-10-01,4.5,0.058606,-0.04343099708286819
2010-10-01,CADCHF,0.954200029373169,0.9610000252723694,-0.007101111403245186,2010-10-01,Canada,2010-10-01,0.9969,0.058606,-0.00933374897891309
2010-10-01,EURCHF,1.3401999473571775,1.5135999917984009,-0.12167209661976594,2010-10-01,Germany,2010-10-01,0.7013,0.058606,-0.006402634951762518
2010-10-01,GBPCHF,1.5460000038146973,1.656999945640564,-0.06933775300579645,2010-10-01,United Kingdom,,,,
2010-10-01,JPYCHF,0.0116910003125667,0.0116290003061294,0.00531733712479028,2010-10-01,Japan,2010-10-01,0.091,0.058606,-0.0003236978671129194
2010-10-01,NOKCHF,0.1668699979782104,0.1786399930715561,-0.06815751470465378,2010-10-01,Norway,2010-10-01,2.26,0.058606,-0.021762515329855698
2010-10-01,NZDCHF,0.7213000059127808,0.7430999875068665,-0.02977546064421835,2010-10-01,New Zealand,2010-10-01,2.94,0.058606,-0.02839021990261112
2010-10-01,SEKCHF,0.1451999992132187,0.147499993443489,-0.01571603435685985,2010-10-01,Sweden,2010-10-01,1.0,0.058606,-0.009364442519262025
2010-10-01,USDCHF,0.9839000105857848,1.04229998588562,-0.0576607985729804,2010-10-01,United States,2010-10-01,0.19,0.058606,-0.0013123089491741979
2010-12-01,AUDCHF,0.9617999792099,0.9239000082015992,0.0402026576738877,2010-12-01,Australia,2010-12-01,4.75,0.050282,-0.045903679185772456
2010-12-01,CADCHF,0.9771000146865844,0.9541000127792358,0.023820514829265203,2010-12-01,Canada,2010-12-01,0.9924,0.050282,-0.009372386868795251
2010-12-01,EURCHF,1.3028000593185425,1.507200002670288,-0.14573778666012907,2010-12-01,Germany,2010-12-01,0.4981,0.050282,-0.00446594223130808
2010-12-01,GBPCHF,1.5612000226974487,1.6601999998092651,-0.06148330606112561,2010-12-01,United Kingdom,,,,
2010-12-01,JPYCHF,0.0119049996137619,0.0115160001441836,0.03322106222525998,2010-12-01,Japan,2010-12-01,0.087,0.050282,-0.00036692814097442146
2010-12-01,NOKCHF,0.1613499969244003,0.1775500029325485,-0.09567637646953882,2010-12-01,Norway,2010-12-01,2.08,0.050282,-0.020083939980004933
2010-12-01,NZDCHF,0.7433000206947327,0.725600004196167,0.024100854988985967,2010-12-01,New Zealand,2010-12-01,2.88,0.050282,-0.02789038087283445
2010-12-01,SEKCHF,0.1421999931335449,0.1442999988794326,-0.014659988932453325,2010-12-01,Sweden,2010-12-01,1.25,0.050282,-0.01191982637017373
2010-12-01,USDCHF,1.0025999546051023,0.9987999796867372,0.0037973214842751545,2010-12-01,United States,2010-12-01,0.18,0.050282,-0.0012956883129960173
2011-02-01,AUDCHF,0.9405999779701232,0.9413999915122986,-0.0008501738611426555,2011-02-01,Australia,2011-02-01,4.75,0.078858,-0.04561810357999891
2011-02-01,CADCHF,0.9427000284194946,0.9950000047683716,-0.05399461340190905,2011-02-01,Canada,2011-02-01,0.9934,0.078858,-0.009096712949179986
2011-02-01,EURCHF,1.2936300039291382,1.4711999893188477,-0.1286261639040438,2011-02-01,Germany,2011-02-01,0.7071,0.078858,-0.006257848471621393
2011-02-01,GBPCHF,1.5117000341415403,1.6849000453948977,-0.10847137384700344,2011-02-01,United Kingdom,,,,
2011-02-01,JPYCHF,0.0114799998700618,0.0116320000961422,-0.013153549483721608,2011-02-01,Japan,2011-02-01,0.093,0.078858,-0.0001412985837752973
2011-02-01,NOKCHF,0.1632899940013885,0.1801699995994568,-0.09837312302618985,2011-02-01,Norway,2011-02-01,2.22,0.078858,-0.02116889811788521
2011-02-01,NZDCHF,0.7285000085830688,0.7490000128746033,-0.027751363289178543,2011-02-01,New Zealand,2011-02-01,2.91,0.078858,-0.027896364625751933
2011-02-01,SEKCHF,0.1459999978542328,0.1450999975204467,0.006183464209740936,2011-02-01,Sweden,2011-02-01,1.5,0.078858,-0.014100343259593633
2011-02-01,USDCHF,0.9431999921798706,1.056399941444397,-0.1133437840614905,2011-02-01,United States,2011-02-01,0.16,0.078858,-0.0008104521295401475
2011-03-01,AUDCHF,0.945900022983551,0.9710999727249146,-0.026292541996312695,2011-03-01,Australia,2011-03-01,4.75,0.083753,-0.04556919334669884
2011-03-01,CADCHF,0.9559999704360962,1.0355000495910645,-0.07988184659975871,2011-03-01,Canada,2011-03-01,0.9944,0.083753,-0.009057704303995561
2011-03-01,EURCHF,1.2838000059127808,1.4635000228881836,-0.1310064082879223,2011-03-01,Germany,2011-03-01,0.6587,0.083753,-0.005728221046702149
2011-03-01,GBPCHF,1.510800004005432,1.615399956703186,-0.06694326271616015,2011-03-01,United Kingdom,,,,
2011-03-01,JPYCHF,0.0113199995830655,0.0120940003544092,-0.06613845521220194,2011-03-01,Japan,2011-03-01,0.085,0.083753,-1.2459487120941928e-05
2011-03-01,NOKCHF,0.1659699976444244,0.1815000027418136,-0.0894486338714685,2011-03-01,Norway,2011-03-01,2.22,0.083753,-0.02111998788458514
2011-03-01,NZDCHF,0.6988999843597412,0.7545999884605408,-0.07668014413336599,2011-03-01,New Zealand,2011-03-01,2.5,0.083753,-0.023855433122914417
2011-03-01,SEKCHF,0.146599993109703,0.1499000042676925,-0.022260691126926826,2011-03-01,Sweden,2011-03-01,1.5,0.083753,-0.014051433026293563
2011-03-01,USDCHF,0.928820013999939,1.0789999961853027,-0.14987498333699706,2011-03-01,United States,2011-03-01,0.14,0.083753,-0.0005618414462504128
2011-04-01,AUDCHF,0.9498000144958496,0.9702000021934508,-0.021250786694916077,2011-04-01,Australia,2011-04-01,4.75,0.030437,-0.04610204912530732
2011-04-01,CADCHF,0.9478999972343444,1.0450999736785889,-0.09761881987358463,2011-04-01,Canada,2011-04-01,0.997,0.030437,-0.009616303752880615
2011-04-01,EURCHF,1.3016899824142456,1.4321399927139282,-0.09550641734614852,2011-04-01,Germany,2011-04-01,0.9661,0.030437,-0.009310307259054577
2011-04-01,GBPCHF,1.4740999937057495,1.6121000051498413,-0.08949005029310664,2011-04-01,United Kingdom,,,,
2011-04-01,JPYCHF,0.0109869996085762,0.0112250000238418,-0.021430715659651215,2011-04-01,Japan,2011-04-01,0.062,0.030437,-0.00031548419055729346
2011-04-01,NOKCHF,0.1657900065183639,0.1778900027275085,-0.07044343050137099,2011-04-01,Norway,2011-04-01,2.24,0.030437,-0.021848480952284765
2011-04-01,NZDCHF,0.6992999911308289,0.7455999851226807,-0.06410942139100141,2011-04-01,New Zealand,2011-04-01,2.5,0.030437,-0.0243882889015229
2011-04-01,SEKCHF,0.1448999941349029,0.1466999948024749,-0.012345840869541123,2011-04-01,Sweden,2011-04-01,1.75,0.030437,-0.017044314645764558
2011-04-01,USDCHF,0.9193999767303468,1.0544500350952148,-0.13705335817821102,2011-04-01,United States,2011-04-01,0.1,0.030437,-0.0006951766442349076
2011-06-01,AUDCHF,0.9100000262260436,0.9621000289916992,-0.0556737971702641,2011-06-01,Australia,2011-06-01,4.75,0.07111,-0.04569552552596572
2011-06-01,CADCHF,0.8809999823570251,1.0956000089645386,-0.21799983966113173,2011-06-01,Canada,2011-06-01,0.9981,0.07111,-0.009220671506844212
2011-06-01,EURCHF,1.2301000356674194,1.41349995136261,-0.138973367854171,2011-06-01,Germany,2011-06-01,1.124,0.07111,-0.010466453301935054
2011-06-01,GBPCHF,1.404099941253662,1.694599986076355,-0.18805023026643014,2011-06-01,United Kingdom,,,,
2011-06-01,JPYCHF,0.0103959999978542,0.0126729998737573,-0.19805261956554135,2011-06-01,Japan,2011-06-01,0.069,0.07111,2.1085228743670495e-05
2011-06-01,NOKCHF,0.1586000025272369,0.1777600049972534,-0.11404902886827456,2011-06-01,Norway,2011-06-01,2.56,0.07111,-0.024566959896078492
2011-06-01,NZDCHF,0.7034000158309937,0.7817000150680542,-0.10554531195602061,2011-06-01,New Zealand,2011-06-01,2.46,0.07111,-0.023591445234774702
2011-06-01,SEKCHF,0.1379999965429306,0.1468999981880188,-0.06249841073906096,2011-06-01,Sweden,2011-06-01,1.75,0.07111,-0.016637791046422958
2011-06-01,USDCHF,0.8529199957847595,1.155500054359436,-0.30362272524261136,2011-06-01,United States,2011-06-01,0.09,0.07111,-0.00018874795464588064
2011-07-01,AUDCHF,0.901300013065338,0.8981999754905701,0.0034454466921046436,2011-07-01,Australia,2011-07-01,4.75,0.05025,-0.0459039990250019
2011-07-01,CADCHF,0.871999979019165,1.0017000436782837,-0.13866447937348547,2011-07-01,Canada,2011-07-01,0.9986,0.05025,-0.009434095581805683
2011-07-01,EURCHF,1.219059944152832,1.3270000219345093,-0.08484074773061324,2011-07-01,Germany,2011-07-01,1.0118,0.05025,-0.009564781922892963
2011-07-01,GBPCHF,1.3494999408721924,1.6088000535964966,-0.17575448312956712,2011-07-01,United Kingdom,,,,
2011-07-01,JPYCHF,0.0104809999465942,0.0121029997244477,-0.1438892438966406,2011-07-01,Japan,2011-07-01,0.073,0.05025,-0.00022735989044734087
2011-07-01,NOKCHF,0.1558700054883957,0.1648599952459335,-0.0560742383357636,2011-07-01,Norway,2011-07-01,2.44,0.05025,-0.023604701554079167
2011-07-01,NZDCHF,0.696399986743927,0.733299970626831,-0.05163066618471931,2011-07-01,New Zealand,2011-07-01,2.4,0.05025,-0.023214152828162127
2011-07-01,SEKCHF,0.1324000060558319,0.1374000012874603,-0.03706869991659276,2011-07-01,Sweden,2011-07-01,2.0,0.05025,-0.019300253507025793
2011-07-01,USDCHF,0.8411499857902527,1.0607999563217163,-0.23200859198481352,2011-07-01,United States,2011-07-01,0.07,0.05025,-0.0001973813251193292
2011-09-01,AUDCHF,0.8620200157165527,0.9057000279426576,-0.049429665749984336,2011-09-01,Australia,2011-09-01,4.75,0.008339,-0.046322986290908696
2011-09-01,CADCHF,0.824400007724762,0.9528999924659728,-0.14485410006125657,2011-09-01,Canada,2011-09-01,0.9989,0.008339,-0.009856053181503718
2011-09-01,EURCHF,1.1593899726867676,1.2870999574661257,-0.10449761144982903,2011-09-01,Germany,2011-09-01,1.0055,0.008339,-0.009921398292821475
2011-09-01,GBPCHF,1.3107000589370728,1.5570000410079956,-0.17219952858022125,2011-09-01,United Kingdom,,,,
2011-09-01,JPYCHF,0.0103420000523328,0.0120179997757077,-0.15019222821445533,2011-09-01,Japan,2011-09-01,0.08,0.008339,-0.0007162936473171057
2011-09-01,NOKCHF,0.1500899940729141,0.1608799993991851,-0.06942366705183281,2011-09-01,Norway,2011-09-01,2.69,0.008339,-0.026461168698865074
2011-09-01,NZDCHF,0.6875,0.7095999717712402,-0.03163956167341405,2011-09-01,New Zealand,2011-09-01,2.39,0.008339,-0.02353547907538689
2011-09-01,SEKCHF,0.1265999972820282,0.1368999928236007,-0.07821819163255796,2011-09-01,Sweden,2011-09-01,2.0,0.008339,-0.019719240772932592
2011-09-01,USDCHF,0.8066999912261963,1.014299988746643,-0.22900214622048534,2011-09-01,United States,2011-09-01,0.08,0.008339,-0.0007162936473171057
2011-11-01,AUDCHF,0.9248700141906738,0.9688000082969666,-0.04640499836448838,2011-11-01,Australia,2011-11-01,4.51,0.02014,-0.04391119489657832
2011-11-01,CADCHF,0.8776999711990356,0.963800013065338,-0.09357900097836135,2011-11-01,Canada,2011-11-01,0.9983,0.02014,-0.009732119306602916
