date,overnight_rate_pa,country
2000-01-01,5.84,Norway
2000-02-01,5.92,Norway
2000-03-01,5.87,Norway
2000-04-01,6.11,Norway
2000-05-01,6.2,Norway
2000-06-01,6.45,Norway
2000-07-01,6.55,Norway
2000-08-01,6.87,Norway
2000-09-01,7.08,Norway
2000-10-01,7.39,Norway
2000-11-01,7.32,Norway
2000-12-01,7.62,Norway
2001-01-01,7.37,Norway
2001-02-01,7.31,Norway
2001-03-01,7.34,Norway
2001-04-01,7.73,Norway
2001-05-01,7.36,Norway
2001-06-01,7.37,Norway
2001-07-01,7.3,Norway
2001-08-01,7.16,Norway
2001-09-01,7.3,Norway
2001-10-01,7.31,Norway
2001-11-01,7.15,Norway
2001-12-01,7.11,Norway
2002-01-01,6.7,Norway
2002-02-01,6.76,Norway
2002-03-01,6.74,Norway
2002-04-01,6.83,Norway
2002-05-01,6.78,Norway
2002-06-01,6.85,Norway
2002-07-01,7.19,Norway
2002-08-01,7.23,Norway
2002-09-01,7.21,Norway
2002-10-01,7.25,Norway
2002-11-01,7.21,Norway
2002-12-01,7.01,Norway
2003-01-01,6.59,Norway
2003-02-01,6.19,Norway
2003-03-01,5.78,Norway
2003-04-01,5.78,Norway
2003-05-01,5.35,Norway
2003-06-01,5.07,Norway
2003-07-01,4.25,Norway
2003-08-01,3.71,Norway
2003-09-01,3.11,Norway
2003-10-01,3.02,Norway
2003-11-01,2.87,Norway
2003-12-01,2.84,Norway
2004-01-01,2.52,Norway
2004-02-01,2.34,Norway
2004-03-01,2.14,Norway
2004-04-01,2.16,Norway
2004-05-01,2.14,Norway
2004-06-01,2.19,Norway
2004-07-01,2.15,Norway
2004-08-01,2.14,Norway
2004-09-01,2.07,Norway
2004-10-01,2.11,Norway
2004-11-01,2.07,Norway
2004-12-01,2.06,Norway
2005-01-01,2.02,Norway
2005-02-01,2.01,Norway
2005-03-01,2.06,Norway
2005-04-01,2.13,Norway
2005-05-01,2.08,Norway
2005-06-01,2.11,Norway
2005-07-01,2.29,Norway
2005-08-01,2.24,Norway
2005-09-01,2.31,Norway
2005-10-01,2.42,Norway
2005-11-01,2.62,Norway
2005-12-01,2.63,Norway
2006-01-01,2.55,Norway
2006-02-01,2.53,Norway
2006-03-01,2.65,Norway
2006-04-01,3.01,Norway
2006-05-01,2.96,Norway
2006-06-01,3.15,Norway
2006-07-01,3.09,Norway
2006-08-01,3.21,Norway
2006-09-01,3.32,Norway
2006-10-01,3.42,Norway
2006-11-01,3.62,Norway
2006-12-01,3.78,Norway
2007-01-01,3.92,Norway
2007-02-01,4.13,Norway
2007-03-01,4.27,Norway
2007-04-01,4.37,Norway
2007-05-01,4.37,Norway
2007-06-01,4.6,Norway
2007-07-01,4.85,Norway
2007-08-01,4.99,Norway
2007-09-01,5.15,Norway
2007-10-01,5.48,Norway
2007-11-01,5.39,Norway
2007-12-01,5.54,Norway
2008-01-01,5.58,Norway
2008-02-01,5.7,Norway
2008-03-01,5.77,Norway
2008-04-01,5.97,Norway
2008-05-01,6.14,Norway
2008-06-01,5.99,Norway
2008-07-01,6.08,Norway
2008-08-01,6.11,Norway
2008-09-01,6.26,Norway
2008-10-01,6.72,Norway
2008-11-01,5.09,Norway
2008-12-01,4.76,Norway
2009-01-01,3.48,Norway
2009-02-01,3.03,Norway
2009-03-01,2.69,Norway
2009-04-01,2.52,Norway
2009-05-01,1.87,Norway
2009-06-01,1.75,Norway
2009-07-01,1.53,Norway
2009-08-01,1.51,Norway
2009-09-01,1.47,Norway
2009-10-01,1.54,Norway
2009-11-01,1.74,Norway
2009-12-01,1.83,Norway
2010-01-01,1.95,Norway
2010-02-01,1.98,Norway
2010-03-01,1.96,Norway
2010-04-01,2.02,Norway
2010-05-01,2.09,Norway
2010-06-01,2.28,Norway
2010-07-01,2.34,Norway
2010-08-01,2.31,Norway
2010-09-01,2.3,Norway
2010-10-01,2.26,Norway
2010-11-01,2.25,Norway
2010-12-01,2.08,Norway
2011-01-01,2.17,Norway
2011-02-01,2.22,Norway
2011-03-01,2.22,Norway
2011-04-01,2.24,Norway
2011-05-01,2.44,Norway
2011-06-01,2.56,Norway
2011-07-01,2.44,Norway
2011-08-01,2.42,Norway
2011-09-01,2.69,Norway
2011-10-01,2.24,Norway
2011-11-01,2.25,Norway
2011-12-01,1.98,Norway
2012-01-01,1.73,Norway
2012-02-01,1.73,Norway
2012-03-01,1.61,Norway
2012-04-01,1.48,Norway
2012-05-01,1.49,Norway
2012-06-01,1.56,Norway
2012-07-01,1.48,Norway
2012-08-01,1.49,Norway
2012-09-01,1.49,Norway
2012-10-01,1.49,Norway
2012-11-01,1.49,Norway
2012-12-01,1.54,Norway
2013-01-01,1.48,Norway
2013-02-01,1.49,Norway
2013-03-01,1.55,Norway
2013-04-01,1.5,Norway
2013-05-01,1.5,Norway
2013-06-01,1.48,Norway
2013-07-01,1.48,Norway
2013-08-01,1.48,Norway
2013-09-01,1.5,Norway
2013-10-01,1.48,Norway
2013-11-01,1.49,Norway
2013-12-01,1.55,Norway
2014-01-01,1.48,Norway
2014-02-01,1.49,Norway
2014-03-01,1.48,Norway
2014-04-01,1.49,Norway
2014-05-01,1.49,Norway
2014-06-01,1.49,Norway
2014-07-01,1.49,Norway
2014-08-01,1.49,Norway
2014-09-01,1.5,Norway
2014-10-01,1.49,Norway
2014-11-01,1.49,Norway
2014-12-01,1.35,Norway
2015-01-01,1.24,Norway
2015-02-01,1.24,Norway
2015-03-01,1.28,Norway
2015-04-01,1.24,Norway
2015-05-01,1.25,Norway
2015-06-01,1.15,Norway
2015-07-01,0.98,Norway
2015-08-01,0.99,Norway
2015-09-01,0.94,Norway
2015-10-01,0.74,Norway
2015-11-01,0.74,Norway
2015-12-01,0.81,Norway
2016-01-01,0.74,Norway
2016-02-01,0.74,Norway
2016-03-01,0.67,Norway
2016-04-01,0.49,Norway
2016-05-01,0.49,Norway
2016-06-01,0.49,Norway
2016-07-01,0.49,Norway
2016-08-01,0.5,Norway
2016-09-01,0.57,Norway
2016-10-01,0.49,Norway
2016-11-01,0.5,Norway
2016-12-01,0.51,Norway
2017-01-01,0.49,Norway
2017-02-01,0.49,Norway
2017-03-01,0.49,Norway
2017-04-01,0.49,Norway
2017-05-01,0.49,Norway
2017-06-01,0.49,Norway
2017-07-01,0.5,Norway
2017-08-01,0.49,Norway
2017-09-01,0.51,Norway
2017-10-01,0.49,Norway
2017-11-01,0.49,Norway
2017-12-01,0.49,Norway
2018-01-01,0.49,Norway
2018-02-01,0.49,Norway
2018-03-01,0.49,Norway
2018-04-01,0.5,Norway
2018-05-01,0.49,Norway
2018-06-01,0.5,Norway
2018-07-01,0.5,Norway
2018-08-01,0.49,Norway
2018-09-01,0.59,Norway
2018-10-01,0.74,Norway
2018-11-01,0.75,Norway
2018-12-01,0.91,Norway
2019-01-01,0.74,Norway
2019-02-01,0.75,Norway
2019-03-01,0.85,Norway
2019-04-01,1.0,Norway
2019-05-01,1.0,Norway
2019-06-01,1.18,Norway
2019-07-01,1.25,Norway
2019-08-01,1.25,Norway
2019-09-01,1.35,Norway
2019-10-01,1.5,Norway
2019-11-01,1.5,Norway
2019-12-01,1.53,Norway
2020-01-01,1.49,Norway
2020-02-01,1.49,Norway
2020-03-01,0.98,Norway
2020-04-01,0.24,Norway
2020-05-01,0.05,Norway
2020-06-01,0.0,Norway
2020-07-01,0.0,Norway
2020-08-01,-0.01,Norway
2020-09-01,0.0,Norway
2020-10-01,0.0,Norway
2020-11-01,0.0,Norway
2020-12-01,0.0,Norway
2021-01-01,0.0,Norway
2021-02-01,0.0,Norway
2021-03-01,0.0,Norway
2021-04-01,0.0,Norway
2021-05-01,0.0,Norway
2021-06-01,0.0,Norway
2021-07-01,0.0,Norway
2021-08-01,0.0,Norway
2021-09-01,0.06,Norway
2021-10-01,0.25,Norway
2021-11-01,0.25,Norway
2021-12-01,0.477272727272727,Norway
2022-01-01,0.5,Norway
2022-02-01,0.5,Norway
2022-03-01,0.65625,Norway
2022-04-01,0.75,Norway
2022-05-01,0.75,Norway
2022-06-01,1.25,Norway
2022-07-01,1.25,Norway
2022-08-01,1.75,Norway
2022-09-01,2.254,Norway
2022-10-01,2.25,Norway
2022-11-01,2.5,Norway
2022-12-01,2.75,Norway
2023-01-01,2.75,Norway
2023-02-01,2.75,Norway
2023-03-01,2.88636363636364,Norway
2023-04-01,3.0,Norway
2023-05-01,3.25,Norway
2023-06-01,3.39590909090909,Norway
2023-07-01,3.75,Norway
2023-08-01,3.85869565217391,Norway
2023-09-01,4.07190476190476,Norway
2023-10-01,4.25,Norway
2023-11-01,4.25,Norway
2023-12-01,4.3684210526315805,Norway
2024-01-01,4.5,Norway
2024-02-01,4.5,Norway
2024-03-01,4.5,Norway
2024-04-01,4.5,Norway
2024-05-01,4.5,Norway
2024-06-01,4.5,Norway
2024-07-01,4.5,Norway
2024-08-01,4.5,Norway
2024-09-01,4.5,Norway
2024-10-01,4.5,Norway
2000-01-01,0.02053,Japan
2000-02-01,0.0345,Japan
2000-03-01,0.02136,Japan
2000-04-01,0.02,Japan
2000-05-01,0.021,Japan
2000-06-01,0.0209099999999999,Japan
2000-07-01,0.021,Japan
2000-08-01,0.15522,Japan
2000-09-01,0.2495,Japan
2000-10-01,0.2476199999999999,Japan
2000-11-01,0.2475,Japan
2000-12-01,0.24143,Japan
2001-01-01,0.24895,Japan
2001-02-01,0.2484199999999999,Japan
2001-03-01,0.10667,Japan
2001-04-01,0.02,Japan
2001-05-01,0.01857,Japan
2001-06-01,0.01762,Japan
2001-07-01,0.01286,Japan
2001-08-01,0.01,Japan
2001-09-01,0.00505,Japan
2001-10-01,0.00314,Japan
2001-11-01,0.00243,Japan
2001-12-01,0.0018399999999999,Japan
2002-01-01,0.0011099999999999,Japan
2002-02-01,0.001,Japan
2002-03-01,0.00205,Japan
2002-04-01,0.00148,Japan
2002-05-01,0.00138,Japan
2002-06-01,0.0014,Japan
2002-07-01,0.00178,Japan
2002-08-01,0.00186,Japan
2002-09-01,0.00526,Japan
2002-10-01,0.00191,Japan
2002-11-01,0.00195,Japan
2002-12-01,0.00195,Japan
2003-01-01,0.002,Japan
2003-02-01,0.001,Japan
2003-03-01,0.002,Japan
2003-04-01,0.001,Japan
2003-05-01,0.001,Japan
2003-06-01,0.001,Japan
2003-07-01,0.002,Japan
2003-08-01,0.001,Japan
2003-09-01,0.002,Japan
2003-10-01,0.001,Japan
2003-11-01,0.001,Japan
2003-12-01,0.001,Japan
2004-01-01,0.0,Japan
2004-02-01,0.001,Japan
2004-03-01,0.001,Japan
2004-04-01,0.0,Japan
2004-05-01,0.001,Japan
2004-06-01,0.001,Japan
2004-07-01,0.0,Japan
2004-08-01,0.001,Japan
2004-09-01,0.001,Japan
2004-10-01,0.001,Japan
2004-11-01,0.001,Japan
2004-12-01,0.001,Japan
2005-01-01,0.001,Japan
2005-02-01,0.001,Japan
2005-03-01,0.002,Japan
2005-04-01,0.001,Japan
2005-05-01,0.001,Japan
2005-06-01,0.001,Japan
2005-07-01,0.001,Japan
2005-08-01,0.001,Japan
2005-09-01,0.001,Japan
2005-10-01,0.001,Japan
2005-11-01,0.001,Japan
2005-12-01,0.001,Japan
2006-01-01,0.001,Japan
2006-02-01,0.001,Japan
2006-03-01,0.002,Japan
2006-04-01,0.002,Japan
2006-05-01,0.02,Japan
2006-06-01,0.036,Japan
2006-07-01,0.155,Japan
2006-08-01,0.25,Japan
2006-09-01,0.261,Japan
2006-10-01,0.254,Japan
2006-11-01,0.257,Japan
2006-12-01,0.255,Japan
2007-01-01,0.267,Japan
2007-02-01,0.357,Japan
2007-03-01,0.509,Japan
2007-04-01,0.511,Japan
2007-05-01,0.521,Japan
2007-06-01,0.51,Japan
2007-07-01,0.499,Japan
2007-08-01,0.485,Japan
2007-09-01,0.51,Japan
2007-10-01,0.506,Japan
2007-11-01,0.5,Japan
2007-12-01,0.497,Japan
2008-01-01,0.502,Japan
2008-02-01,0.504,Japan
2008-03-01,0.511,Japan
2008-04-01,0.506,Japan
2008-05-01,0.505,Japan
2008-06-01,0.509,Japan
2008-07-01,0.503,Japan
2008-08-01,0.504,Japan
2008-09-01,0.495,Japan
2008-10-01,0.487,Japan
2008-11-01,0.301,Japan
2008-12-01,0.211,Japan
2009-01-01,0.12,Japan
2009-02-01,0.111,Japan
2009-03-01,0.1,Japan
2009-04-01,0.104,Japan
2009-05-01,0.102,Japan
2009-06-01,0.104,Japan
2009-07-01,0.102,Japan
2009-08-01,0.106,Japan
2009-09-01,0.102,Japan
2009-10-01,0.106,Japan
2009-11-01,0.105,Japan
2009-12-01,0.1009999999999999,Japan
2010-01-01,0.096,Japan
2010-02-01,0.1009999999999999,Japan
2010-03-01,0.0969999999999999,Japan
2010-04-01,0.093,Japan
2010-05-01,0.091,Japan
2010-06-01,0.095,Japan
2010-07-01,0.094,Japan
2010-08-01,0.095,Japan
2010-09-01,0.091,Japan
2010-10-01,0.091,Japan
2010-11-01,0.091,Japan
2010-12-01,0.087,Japan
2011-01-01,0.085,Japan
2011-02-01,0.093,Japan
2011-03-01,0.085,Japan
2011-04-01,0.062,Japan
2011-05-01,0.069,Japan
2011-06-01,0.069,Japan
2011-07-01,0.073,Japan
2011-08-01,0.081,Japan
2011-09-01,0.08,Japan
2011-10-01,0.081,Japan
2011-11-01,0.077,Japan
2011-12-01,0.078,Japan
2012-01-01,0.08,Japan
2012-02-01,0.085,Japan
2012-03-01,0.084,Japan
2012-04-01,0.075,Japan
2012-05-01,0.084,Japan
2012-06-01,0.076,Japan
2012-07-01,0.084,Japan
2012-08-01,0.086,Japan
2012-09-01,0.085,Japan
2012-10-01,0.085,Japan
2012-11-01,0.086,Japan
2012-12-01,0.0819999999999999,Japan
2013-01-01,0.083,Japan
2013-02-01,0.08,Japan
2013-03-01,0.08,Japan
2013-04-01,0.07,Japan
2013-05-01,0.07,Japan
2013-06-01,0.07,Japan
2013-07-01,0.07,Japan
2013-08-01,0.07,Japan
2013-09-01,0.07,Japan
2013-10-01,0.07,Japan
2013-11-01,0.07,Japan
2013-12-01,0.07,Japan
2014-01-01,0.07,Japan
2014-02-01,0.08,Japan
2014-03-01,0.07,Japan
2014-04-01,0.06,Japan
2014-05-01,0.07,Japan
2014-06-01,0.07,Japan
2014-07-01,0.07,Japan
2014-08-01,0.07,Japan
2014-09-01,0.07,Japan
2014-10-01,0.06,Japan
2014-11-01,0.06,Japan
2014-12-01,0.07,Japan
2015-01-01,0.07,Japan
2015-02-01,0.08,Japan
2015-03-01,0.07,Japan
2015-04-01,0.06,Japan
2015-05-01,0.07,Japan
2015-06-01,0.07,Japan
2015-07-01,0.07,Japan
2015-08-01,0.08,Japan
2015-09-01,0.07,Japan
2015-10-01,0.08,Japan
2015-11-01,0.08,Japan
2015-12-01,0.07,Japan
2016-01-01,0.07,Japan
2016-02-01,0.03,Japan
2016-03-01,-0.003,Japan
2016-04-01,-0.036,Japan
2016-05-01,-0.059,Japan
2016-06-01,-0.055,Japan
2016-07-01,-0.043,Japan
2016-08-01,-0.043,Japan
2016-09-01,-0.052,Japan
2016-10-01,-0.037,Japan
2016-11-01,-0.049,Japan
2016-12-01,-0.044,Japan
2017-01-01,-0.045,Japan
2017-02-01,-0.038,Japan
2017-03-01,-0.042,Japan
2017-04-01,-0.054,Japan
2017-05-01,-0.053,Japan
2017-06-01,-0.0559999999999999,Japan
2017-07-01,-0.054,Japan
2017-08-01,-0.049,Japan
2017-09-01,-0.0579999999999999,Japan
2017-10-01,-0.037,Japan
2017-11-01,-0.048,Japan
2017-12-01,-0.042,Japan
2018-01-01,-0.04,Japan
2018-02-01,-0.042,Japan
2018-03-01,-0.062,Japan
2018-04-01,-0.063,Japan
2018-05-01,-0.061,Japan
2018-06-01,-0.071,Japan
2018-07-01,-0.07,Japan
2018-08-01,-0.059,Japan
2018-09-01,-0.0579999999999999,Japan
2018-10-01,-0.06,Japan
2018-11-01,-0.071,Japan
2018-12-01,-0.068,Japan
2019-01-01,-0.064,Japan
2019-02-01,-0.055,Japan
2019-03-01,-0.0409999999999999,Japan
2019-04-01,-0.067,Japan
2019-05-01,-0.049,Japan
2019-06-01,-0.062,Japan
2019-07-01,-0.071,Japan
2019-08-01,-0.045,Japan
2019-09-01,-0.059,Japan
2019-10-01,-0.021,Japan
2019-11-01,-0.043,Japan
2019-12-01,-0.038,Japan
2020-01-01,-0.032,Japan
2020-02-01,-0.016,Japan
2020-03-01,-0.047,Japan
2020-04-01,-0.036,Japan
2020-05-01,-0.047,Japan
2020-06-01,-0.048,Japan
2020-07-01,-0.0279999999999999,Japan
2020-08-01,-0.035,Japan
2020-09-01,-0.054,Japan
2020-10-01,-0.02,Japan
2020-11-01,-0.032,Japan
2020-12-01,-0.026,Japan
2021-01-01,-0.017,Japan
2021-02-01,-0.016,Japan
2021-03-01,-0.017,Japan
2021-04-01,-0.012,Japan
2021-05-01,-0.017,Japan
2021-06-01,-0.0289999999999999,Japan
2021-07-01,-0.036,Japan
2021-08-01,-0.034,Japan
2021-09-01,-0.022,Japan
2021-10-01,-0.027,Japan
2021-11-01,-0.039,Japan
2021-12-01,-0.026,Japan
2022-01-01,-0.02,Japan
2022-02-01,-0.018,Japan
2022-03-01,-0.008,Japan
2022-04-01,-0.012,Japan
2022-05-01,-0.018,Japan
2022-06-01,-0.038,Japan
2022-07-01,-0.012,Japan
2022-08-01,-0.018,Japan
2022-09-01,-0.049,Japan
2022-10-01,-0.05,Japan
2022-11-01,-0.067,Japan
2022-12-01,-0.07,Japan
2023-01-01,-0.02,Japan
2023-02-01,-0.019,Japan
2023-03-01,-0.017,Japan
2023-04-01,-0.015,Japan
2023-05-01,-0.051,Japan
2023-06-01,-0.066,Japan
2023-07-01,-0.046,Japan
2023-08-01,-0.064,Japan
2023-09-01,-0.054,Japan
2023-10-01,-0.02,Japan
2023-11-01,-0.015,Japan
2023-12-01,-0.012,Japan
2024-01-01,-0.0139999999999999,Japan
2024-02-01,-0.006,Japan
2024-03-01,0.022,Japan
2024-04-01,0.077,Japan
2024-05-01,0.077,Japan
2024-06-01,0.077,Japan
2024-07-01,0.078,Japan
2024-08-01,0.2269999999999999,Japan
2024-09-01,0.2269999999999999,Japan
2024-10-01,0.2269999999999999,Japan
2000-01-01,5.3527,UK
2000-02-01,5.8408,UK
2000-03-01,5.7620000000000005,UK
2000-04-01,5.9347,UK
2000-05-01,5.9122,UK
2000-06-01,5.9032,UK
2000-07-01,5.9867,UK
2000-08-01,5.8846,UK
2000-09-01,6.1259,UK
2000-10-01,5.8135,UK
2000-11-01,5.9811,UK
2000-12-01,5.7383,UK
2001-01-01,5.9208,UK
2001-02-01,5.8447,UK
2001-03-01,5.4017,UK
2001-04-01,5.3159,UK
2001-05-01,5.5203,UK
2001-06-01,4.7796,UK
2001-07-01,5.2943,UK
2001-08-01,4.8046,UK
2001-09-01,4.8526,UK
2001-10-01,4.5973,UK
2001-11-01,3.5761,UK
2001-12-01,4.5841,UK
2002-01-01,3.7685,UK
2002-02-01,4.0574,UK
2002-03-01,4.0431,UK
2002-04-01,3.752,UK
2002-05-01,3.9273,UK
2002-06-01,3.5006,UK
2002-07-01,3.861,UK
2002-08-01,4.1371,UK
2002-09-01,3.8711,UK
2002-10-01,4.0884,UK
2002-11-01,3.6521,UK
2002-12-01,4.3953,UK
2003-01-01,3.8044,UK
2003-02-01,3.7243,UK
2003-03-01,3.9196,UK
2003-04-01,3.619,UK
2003-05-01,3.6875,UK
2003-06-01,3.6535,UK
2003-07-01,3.2923,UK
2003-08-01,3.5053,UK
2003-09-01,3.5179,UK
2003-10-01,3.355,UK
2003-11-01,3.5483,UK
2003-12-01,3.7778,UK
2004-01-01,3.7159,UK
2004-02-01,4.0873,UK
2004-03-01,3.904,UK
2004-04-01,3.8914,UK
2004-05-01,4.203,UK
2004-06-01,4.3628,UK
2004-07-01,4.4623,UK
2004-08-01,4.63,UK
2004-09-01,4.7314,UK
2004-10-01,4.7297,UK
2004-11-01,4.7408,UK
2004-12-01,4.7618,UK
2005-01-01,4.7599,UK
2005-02-01,4.816,UK
2005-03-01,4.7618,UK
2005-04-01,4.8125,UK
2005-05-01,4.7079,UK
2005-06-01,4.7935,UK
2005-07-01,4.7546,UK
2005-08-01,4.5775,UK
2005-09-01,4.5499,UK
2005-10-01,4.4246,UK
2005-11-01,4.5458,UK
2005-12-01,4.6381,UK
2006-01-01,4.4829,UK
2006-02-01,4.4255,UK
2006-03-01,4.5402,UK
2006-04-01,4.4928,UK
2006-05-01,4.5093,UK
2006-06-01,4.5712,UK
2006-07-01,4.5459,UK
2006-08-01,4.8026,UK
2006-09-01,4.7892,UK
2006-10-01,4.8255,UK
2006-11-01,4.9968,UK
2006-12-01,5.0844,UK
2007-01-01,5.2231,UK
2007-02-01,5.3183,UK
2007-03-01,5.3032,UK
2007-04-01,5.2915,UK
2007-05-01,5.4778,UK
2007-06-01,5.6093,UK
2007-07-01,5.8434,UK
2007-08-01,5.9127,UK
2007-09-01,5.8246,UK
2007-10-01,5.7751,UK
2007-11-01,5.7892,UK
2007-12-01,5.5964,UK
2008-01-01,5.5049,UK
2008-02-01,5.3322,UK
2008-03-01,5.3078,UK
2008-04-01,5.08,UK
2008-05-01,5.0314,UK
2008-06-01,5.0326,UK
2008-07-01,5.0099,UK
2008-08-01,4.997,UK
2008-09-01,4.8925,UK
2008-10-01,4.4115,UK
2008-11-01,2.7846,UK
2008-12-01,1.6525,UK
2009-01-01,1.3259999999999998,UK
2009-02-01,0.8973,UK
2009-03-01,0.5224,UK
2009-04-01,0.4099,UK
2009-05-01,0.4133,UK
2009-06-01,0.4158,UK
2009-07-01,0.4173,UK
2009-08-01,0.422,UK
2009-09-01,0.4302,UK
2009-10-01,0.4472,UK
2009-11-01,0.4509,UK
2009-12-01,0.4492,UK
2010-01-01,0.4545,UK
2010-02-01,0.4672,UK
2010-03-01,0.4713,UK
2010-04-01,0.4726,UK
2010-05-01,0.4842,UK
2010-06-01,0.487,UK
2010-07-01,0.49,UK
2010-08-01,0.491,UK
2010-09-01,0.501,UK
2010-10-01,0.5083,UK
2010-11-01,0.5086,UK
2010-12-01,0.5173,UK
2011-01-01,0.5059,UK
2011-02-01,0.5084,UK
2011-03-01,0.5154,UK
2011-04-01,0.524,UK
2011-05-01,0.5217,UK
2011-06-01,0.5311,UK
2011-07-01,0.5228,UK
2011-08-01,0.5379999999999999,UK
2011-09-01,0.5486,UK
2011-10-01,0.5358,UK
2011-11-01,0.5347,UK
2011-12-01,0.5201,UK
2012-01-01,0.5157,UK
2012-02-01,0.4993,UK
2012-03-01,0.49,UK
2012-04-01,0.4861,UK
2012-05-01,0.4848,UK
2012-06-01,0.4859,UK
2012-07-01,0.4646,UK
2012-08-01,0.45,UK
2012-09-01,0.4271,UK
2012-10-01,0.4334,UK
2012-11-01,0.4256,UK
2012-12-01,0.4309,UK
2013-01-01,0.4097,UK
2013-02-01,0.4261,UK
2013-03-01,0.4353,UK
2013-04-01,0.4396,UK
2013-05-01,0.4336,UK
2013-06-01,0.4252,UK
2013-07-01,0.4301,UK
2013-08-01,0.427,UK
2013-09-01,0.4299,UK
2013-10-01,0.4313,UK
2013-11-01,0.43,UK
2013-12-01,0.4215,UK
2014-01-01,0.4287,UK
2014-02-01,0.4197,UK
2014-03-01,0.4159,UK
2014-04-01,0.422,UK
2014-05-01,0.4233,UK
2014-06-01,0.4251,UK
2014-07-01,0.4283,UK
2014-08-01,0.4228,UK
2014-09-01,0.4319,UK
2014-10-01,0.4308,UK
2014-11-01,0.4325,UK
2014-12-01,0.428,UK
2015-01-01,0.4355,UK
2015-02-01,0.4511,UK
2015-03-01,0.4568,UK
2015-04-01,0.4574,UK
2015-05-01,0.462,UK
2015-06-01,0.4566,UK
2015-07-01,0.4549,UK
2015-08-01,0.4589999999999999,UK
2015-09-01,0.4544,UK
2015-10-01,0.4622,UK
2015-11-01,0.4636,UK
2015-12-01,0.4575,UK
2016-01-01,0.4659,UK
2016-02-01,0.4657,UK
2016-03-01,0.4646,UK
2016-04-01,0.4663,UK
2016-05-01,0.4633,UK
2016-06-01,0.4598,UK
2016-07-01,0.4577,UK
2016-08-01,0.2478,UK
2016-09-01,0.213,UK
2016-10-01,0.212,UK
2016-11-01,0.2108,UK
2016-12-01,0.2125,UK
2017-01-01,0.2135,UK
2017-02-01,0.2106,UK
2017-03-01,0.2095,UK
2017-04-01,0.2114,UK
2017-05-01,0.2126,UK
2017-06-01,0.2121,UK
2017-07-01,0.2124,UK
2017-08-01,0.2132,UK
2017-09-01,0.2123,UK
2017-10-01,0.211,UK
2017-11-01,0.4493,UK
2017-12-01,0.4619,UK
2018-01-01,0.4631,UK
2018-02-01,0.4634,UK
2018-03-01,0.4637,UK
2018-04-01,0.4617,UK
2018-05-01,0.4529,UK
2018-06-01,0.4507,UK
2018-07-01,0.4545,UK
2018-08-01,0.6911,UK
2018-09-01,0.7012,UK
2018-10-01,0.7011,UK
2018-11-01,0.7017,UK
2018-12-01,0.7026,UK
2019-01-01,0.7053,UK
2019-02-01,0.7061,UK
2019-03-01,0.7053,UK
2019-04-01,0.7081,UK
2019-05-01,0.7094,UK
2019-06-01,0.7085,UK
2019-07-01,0.7090000000000001,UK
2019-08-01,0.7101,UK
2019-09-01,0.7098,UK
2019-10-01,0.7108,UK
2019-11-01,0.7105,UK
2019-12-01,0.7101,UK
2020-01-01,0.7113,UK
2020-02-01,0.7104,UK
2020-03-01,0.3192,UK
2020-04-01,0.0659,UK
2020-05-01,0.0674,UK
2020-06-01,0.0646,UK
2020-07-01,0.0599,UK
2020-08-01,0.0562,UK
2020-09-01,0.0547,UK
2020-10-01,0.0538,UK
2020-11-01,0.0537,UK
2020-12-01,0.0492,UK
2021-01-01,0.0494,UK
2021-02-01,0.0486,UK
2021-03-01,0.0486,UK
2021-04-01,0.0486,UK
2021-05-01,0.0495,UK
2021-06-01,0.0498,UK
2021-07-01,0.0506,UK
2021-08-01,0.0504,UK
2021-09-01,0.05,UK
2021-10-01,0.0502,UK
2021-11-01,0.0468,UK
2021-12-01,0.1141,UK
2022-01-01,0.1958,UK
2022-02-01,0.4199,UK
2022-03-01,0.5623,UK
2022-04-01,0.6906,UK
2022-05-01,0.9158,UK
2022-06-01,1.0767,UK
2022-07-01,1.1908,UK
2022-08-01,1.622,UK
2022-09-01,1.8569,UK
2022-10-01,2.1857,UK
2022-11-01,2.8599,UK
2022-12-01,3.1779,UK
2023-01-01,3.4275,UK
2023-02-01,3.9021,UK
2023-03-01,4.0031,UK
2023-04-01,4.1774,UK
2023-05-01,4.3528,UK
2023-06-01,4.5872,UK
2023-07-01,4.9302,UK
2023-08-01,5.1609,UK
2023-09-01,5.1854,UK
2023-10-01,5.1871,UK
2023-11-01,5.1875,UK
2023-12-01,5.187,UK
2024-01-01,5.1875,UK
2024-02-01,5.1883,UK
2024-03-01,5.1891,UK
2024-04-01,5.1979,UK
2024-05-01,5.2,UK
2024-06-01,5.2,UK
2024-07-01,5.2,UK
2024-08-01,4.95,UK
2024-09-01,4.95,UK
2024-10-01,4.95,UK
2000-01-01,5.45,United States
2000-02-01,5.73,United States
2000-03-01,5.85,United States
2000-04-01,6.02,United States
2000-05-01,6.27,United States
2000-06-01,6.53,United States
2000-07-01,6.54,United States
2000-08-01,6.5,United States
2000-09-01,6.52,United States
2000-10-01,6.51,United States
2000-11-01,6.51,United States
2000-12-01,6.4,United States
2001-01-01,5.98,United States
2001-02-01,5.49,United States
2001-03-01,5.31,United States
2001-04-01,4.8,United States
2001-05-01,4.21,United States
2001-06-01,3.97,United States
2001-07-01,3.77,United States
2001-08-01,3.65,United States
2001-09-01,3.07,United States
2001-10-01,2.49,United States
2001-11-01,2.09,United States
2001-12-01,1.82,United States
